1,1508868225539,start,,
2,1508868225984,start,,
3,1508868226151,start,,
4,1508868226607,start,,
1,1508868226900,done,1508868138610,0.05
5,1508868227053,start,,
6,1508868227505,start,,
7,1508868227949,start,,
2,1508868228348,done,1508868138610,0.13333333333333333
8,1508868228402,start,,
3,1508868228623,done,1508868138610,0.13333333333333333
9,1508868228845,start,,
4,1508868229290,done,1508868138610,0.21666666666666667
10,1508868229295,start,,
11,1508868229742,start,,
5,1508868229836,done,1508868138610,0.31666666666666665
12,1508868230186,start,,
6,1508868230536,done,1508868138610,0.31666666666666665
13,1508868230628,start,,
7,1508868231066,done,1508868138610,0.4166666666666667
14,1508868231071,start,,
15,1508868231516,start,,
8,1508868231627,done,1508868138610,0.4166666666666667
16,1508868232237,start,,
9,1508868232239,done,1508868138610,0.5333333333333333
17,1508868232420,start,,
10,1508868232614,done,1508868138610,0.5333333333333333
18,1508868232843,start,,
19,1508868233297,start,,
11,1508868233324,done,1508868138610,0.65
20,1508868233738,start,,
12,1508868233778,done,1508868138610,0.7833333333333333
21,1508868234180,start,,
13,1508868234574,done,1508868138610,0.7833333333333333
22,1508868234620,start,,
23,1508868235053,start,,
14,1508868235312,done,1508868138610,0.9166666666666666
24,1508868235496,start,,
15,1508868235763,done,1508868138610,1.0833333333333333
25,1508868235940,start,,
17,1508868236348,done,1508868138610,1.0833333333333333
26,1508868236381,start,,
16,1508868236642,done,1508868138610,1.0833333333333333
27,1508868236823,start,,
19,1508868237089,done,1508868138610,1.2333333333333334
28,1508868237260,start,,
18,1508868237328,done,1508868138610,1.2333333333333334
29,1508868237706,start,,
30,1508868238154,start,,
20,1508868238194,done,1508868138610,1.3833333333333333
31,1508868238576,start,,
31,1508868238763,rejected,1508868138610,1.55
21,1508868238848,done,1508868138610,1.55
32,1508868239010,start,,
22,1508868239115,done,1508868138610,1.55
33,1508868239453,start,,
23,1508868239515,done,1508868138610,1.55
34,1508868239888,start,,
24,1508868239895,done,1508868138610,1.7
35,1508868240322,start,,
25,1508868240473,done,1508868138610,1.7
36,1508868240769,start,,
26,1508868240884,done,1508868138610,1.85
27,1508868240944,done,1508868138610,1.85
37,1508868241202,start,,
28,1508868241488,done,1508868138610,1.85
38,1508868241636,start,,
29,1508868242061,done,1508868138610,1.9833333333333334
39,1508868242070,start,,
30,1508868242393,done,1508868138610,1.9833333333333334
40,1508868242497,start,,
41,1508868242939,start,,
32,1508868243041,done,1508868138610,2.1333333333333333
42,1508868243380,start,,
33,1508868243700,done,1508868138610,2.1333333333333333
43,1508868243813,start,,
34,1508868243937,done,1508868138610,2.283333333333333
44,1508868244246,start,,
35,1508868244570,done,1508868138610,2.283333333333333
45,1508868244674,start,,
36,1508868245015,done,1508868138610,2.433333333333333
46,1508868245104,start,,
37,1508868245493,done,1508868138610,2.433333333333333
47,1508868245543,start,,
38,1508868245837,done,1508868138610,2.5833333333333335
48,1508868245975,start,,
49,1508868246413,start,,
39,1508868246474,done,1508868138610,2.5833333333333335
40,1508868247095,done,1508868138610,2.75
50,1508868247095,start,,
51,1508868247261,start,,
41,1508868247313,done,1508868138610,2.75
52,1508868247694,start,,
52,1508868247879,rejected,1508868138610,2.9166666666666665
42,1508868247978,done,1508868138610,2.9166666666666665
53,1508868248122,start,,
43,1508868248226,done,1508868138610,2.9166666666666665
44,1508868248370,done,1508868138610,2.9166666666666665
54,1508868248560,start,,
55,1508868248981,start,,
45,1508868249258,done,1508868138610,3.05
56,1508868249412,start,,
46,1508868249439,done,1508868138610,3.05
57,1508868249840,start,,
47,1508868249872,done,1508868138610,3.2
58,1508868250324,start,,
48,1508868250612,done,1508868138610,3.2
49,1508868250965,done,1508868138610,3.35
59,1508868250964,start,,
60,1508868251317,start,,
50,1508868251323,done,1508868138610,3.35
51,1508868251671,done,1508868138610,3.35
61,1508868251675,start,,
62,1508868252020,start,,
53,1508868252311,done,1508868138610,3.4833333333333334
63,1508868252494,start,,
54,1508868252790,done,1508868138610,3.65
64,1508868252834,start,,
55,1508868252865,done,1508868138610,3.65
65,1508868253266,start,,
66,1508868253695,start,,
56,1508868253723,done,1508868138610,3.65
57,1508868254068,done,1508868138610,3.8
67,1508868254108,start,,
68,1508868254544,start,,
58,1508868254721,done,1508868138610,3.966666666666667
68,1508868254752,rejected,1508868138610,3.966666666666667
69,1508868254963,start,,
70,1508868255467,start,,
59,1508868255545,done,1508868138610,3.966666666666667
71,1508868255811,start,,
60,1508868255954,done,1508868138610,4.133333333333334
72,1508868256232,start,,
61,1508868256365,done,1508868138610,4.133333333333334
73,1508868256655,start,,
62,1508868256759,done,1508868138610,4.3
74,1508868257071,start,,
74,1508868257257,rejected,1508868138610,4.3
63,1508868257374,done,1508868138610,4.3
75,1508868257497,start,,
64,1508868257720,done,1508868138610,4.466666666666667
76,1508868257921,start,,
65,1508868258154,done,1508868138610,4.466666666666667
77,1508868258341,start,,
66,1508868258546,done,1508868138610,4.466666666666667
78,1508868258767,start,,
67,1508868258774,done,1508868138610,4.616666666666666
79,1508868259184,start,,
80,1508868259597,start,,
69,1508868259720,done,1508868138610,4.616666666666666
