1,1508866726432,start,,
2,1508866726871,start,,
3,1508866727335,start,,
1,1508866727554,done,1508866723632,0.25
4,1508866727780,start,,
2,1508866727995,done,1508866723632,0.6
5,1508866728231,start,,
3,1508866728592,done,1508866723632,0.6
6,1508866728679,start,,
4,1508866728981,done,1508866723632,0.8333333333333334
7,1508866729126,start,,
5,1508866729248,done,1508866723632,0.8333333333333334
8,1508866729575,start,,
6,1508866729694,done,1508866723632,1.1428571428571428
9,1508866730022,start,,
7,1508866730130,done,1508866723632,1.1428571428571428
10,1508866730468,start,,
8,1508866730557,done,1508866723632,1.1428571428571428
11,1508866730914,start,,
9,1508866730963,done,1508866723632,1.25
12,1508866731360,start,,
10,1508866731424,done,1508866723632,1.25
13,1508866731805,start,,
11,1508866731890,done,1508866723632,1.3333333333333333
14,1508866732251,start,,
12,1508866732335,done,1508866723632,1.3333333333333333
15,1508866732693,start,,
13,1508866732749,done,1508866723632,1.4
16,1508866733138,start,,
14,1508866733195,done,1508866723632,1.4
17,1508866733580,start,,
15,1508866733639,done,1508866723632,1.5454545454545454
18,1508866734023,start,,
16,1508866734092,done,1508866723632,1.5454545454545454
19,1508866734466,start,,
17,1508866734523,done,1508866723632,1.5454545454545454
20,1508866734909,start,,
18,1508866735023,done,1508866723632,1.5833333333333333
21,1508866735355,start,,
19,1508866735510,done,1508866723632,1.5833333333333333
22,1508866735790,start,,
20,1508866735890,done,1508866723632,1.6153846153846154
23,1508866736231,start,,
21,1508866736305,done,1508866723632,1.6153846153846154
24,1508866736671,start,,
22,1508866736755,done,1508866723632,1.6428571428571428
25,1508866737112,start,,
23,1508866737191,done,1508866723632,1.6428571428571428
26,1508866737555,start,,
24,1508866737616,done,1508866723632,1.6428571428571428
27,1508866737994,start,,
25,1508866738111,done,1508866723632,1.6666666666666667
28,1508866738433,start,,
26,1508866738543,done,1508866723632,1.6666666666666667
29,1508866738873,start,,
27,1508866738986,done,1508866723632,1.6875
30,1508866739311,start,,
28,1508866739436,done,1508866723632,1.6875
31,1508866739748,start,,
29,1508866739802,done,1508866723632,1.7058823529411764
32,1508866740186,start,,
30,1508866740267,done,1508866723632,1.7058823529411764
33,1508866740623,start,,
31,1508866740690,done,1508866723632,1.7777777777777777
34,1508866741060,start,,
32,1508866741124,done,1508866723632,1.7777777777777777
35,1508866741496,start,,
33,1508866741574,done,1508866723632,1.7777777777777777
36,1508866741933,start,,
34,1508866741997,done,1508866723632,1.7894736842105263
37,1508866742371,start,,
35,1508866742442,done,1508866723632,1.7894736842105263
38,1508866742804,start,,
36,1508866742889,done,1508866723632,1.8
39,1508866743239,start,,
37,1508866743308,done,1508866723632,1.8
40,1508866743676,start,,
38,1508866743749,done,1508866723632,1.8095238095238095
41,1508866744110,start,,
39,1508866744197,done,1508866723632,1.8095238095238095
42,1508866744544,start,,
40,1508866744626,done,1508866723632,1.8095238095238095
43,1508866744979,start,,
41,1508866745055,done,1508866723632,1.8181818181818181
44,1508866745412,start,,
42,1508866745479,done,1508866723632,1.8181818181818181
45,1508866745847,start,,
43,1508866745930,done,1508866723632,1.826086956521739
46,1508866746281,start,,
44,1508866746352,done,1508866723632,1.826086956521739
47,1508866746713,start,,
45,1508866746835,done,1508866723632,1.8333333333333333
48,1508866747145,start,,
46,1508866747273,done,1508866723632,1.8333333333333333
49,1508866747579,start,,
47,1508866747665,done,1508866723632,1.88
50,1508866748005,start,,
48,1508866748111,done,1508866723632,1.88
51,1508866748435,start,,
49,1508866748517,done,1508866723632,1.88
52,1508866748865,start,,
50,1508866748957,done,1508866723632,1.8846153846153846
53,1508866749295,start,,
51,1508866749389,done,1508866723632,1.8846153846153846
54,1508866749725,start,,
52,1508866749817,done,1508866723632,1.8888888888888888
55,1508866750155,start,,
53,1508866750299,done,1508866723632,1.8888888888888888
56,1508866750586,start,,
54,1508866750716,done,1508866723632,1.9285714285714286
57,1508866751015,start,,
55,1508866751098,done,1508866723632,1.9285714285714286
58,1508866751442,start,,
56,1508866751560,done,1508866723632,1.9285714285714286
59,1508866751870,start,,
57,1508866751958,done,1508866723632,1.9310344827586208
60,1508866752296,start,,
58,1508866752404,done,1508866723632,1.9310344827586208
61,1508866752722,start,,
59,1508866752811,done,1508866723632,1.9333333333333333
62,1508866753148,start,,
60,1508866753298,done,1508866723632,1.9333333333333333
63,1508866753574,start,,
61,1508866753714,done,1508866723632,1.967741935483871
64,1508866753999,start,,
62,1508866754096,done,1508866723632,1.967741935483871
65,1508866754426,start,,
63,1508866754585,done,1508866723632,1.967741935483871
66,1508866754850,start,,
64,1508866754995,done,1508866723632,1.96875
67,1508866755275,start,,
65,1508866755378,done,1508866723632,1.96875
68,1508866755699,start,,
66,1508866755817,done,1508866723632,1.9696969696969697
69,1508866756122,start,,
67,1508866756233,done,1508866723632,1.9696969696969697
70,1508866756547,start,,
68,1508866756643,done,1508866723632,2.0
71,1508866756969,start,,
69,1508866757132,done,1508866723632,2.0
72,1508866757391,start,,
70,1508866757560,done,1508866723632,2.0
73,1508866757814,start,,
71,1508866757921,done,1508866723632,2.0
74,1508866758237,start,,
72,1508866758359,done,1508866723632,2.0
75,1508866758660,start,,
73,1508866758784,done,1508866723632,2.0
76,1508866759083,start,,
74,1508866759187,done,1508866723632,2.0
77,1508866759505,start,,
75,1508866759678,done,1508866723632,2.027027027027027
78,1508866759925,start,,
76,1508866760080,done,1508866723632,2.027027027027027
79,1508866760345,start,,
77,1508866760472,done,1508866723632,2.027027027027027
80,1508866760765,start,,
78,1508866760888,done,1508866723632,2.026315789473684
81,1508866761184,start,,
79,1508866761330,done,1508866723632,2.026315789473684
82,1508866761603,start,,
80,1508866761758,done,1508866723632,2.051282051282051
83,1508866762022,start,,
81,1508866762202,done,1508866723632,2.051282051282051
84,1508866762441,start,,
82,1508866762623,done,1508866723632,2.051282051282051
85,1508866762858,start,,
83,1508866763019,done,1508866723632,2.05
86,1508866763276,start,,
84,1508866763428,done,1508866723632,2.05
87,1508866763694,start,,
