85,1508866763827,done,1508866723632,2.048780487804878
88,1508866764111,start,,
86,1508866764260,done,1508866723632,2.048780487804878
89,1508866764528,start,,
87,1508866764718,done,1508866723632,2.0714285714285716
90,1508866764956,start,,
88,1508866765185,done,1508866723632,2.0714285714285716
91,1508866765377,start,,
89,1508866765608,done,1508866723632,2.0714285714285716
92,1508866765792,start,,
90,1508866766116,done,1508866723632,2.0697674418604652
93,1508866766208,start,,
91,1508866766460,done,1508866723632,2.0697674418604652
94,1508866766623,start,,
92,1508866766808,done,1508866723632,2.090909090909091
95,1508866767037,start,,
93,1508866767173,done,1508866723632,2.090909090909091
96,1508866767452,start,,
94,1508866767638,done,1508866723632,2.090909090909091
97,1508866767866,start,,
95,1508866768041,done,1508866723632,2.088888888888889
98,1508866768279,start,,
96,1508866768461,done,1508866723632,2.088888888888889
99,1508866768693,start,,
97,1508866768891,done,1508866723632,2.0869565217391304
100,1508866769106,start,,
98,1508866769238,done,1508866723632,2.0869565217391304
101,1508866769518,start,,
99,1508866769692,done,1508866723632,2.106382978723404
102,1508866769931,start,,
100,1508866770099,done,1508866723632,2.106382978723404
103,1508866770343,start,,
101,1508866770484,done,1508866723632,2.106382978723404
104,1508866770756,start,,
102,1508866770946,done,1508866723632,2.1041666666666665
105,1508866771167,start,,
103,1508866771360,done,1508866723632,2.1041666666666665
106,1508866771578,start,,
104,1508866771706,done,1508866723632,2.122448979591837
107,1508866771989,start,,
105,1508866772142,done,1508866723632,2.122448979591837
108,1508866772399,start,,
106,1508866772554,done,1508866723632,2.122448979591837
109,1508866772810,start,,
107,1508866772963
